ID;V;A;time;C
ID129;0.5275;1;0;0.407361708
ID129;0.5275;1;0.333333333;0.440114157
ID129;0.5275;1;0.666666667;0.452803273
ID129;0.5275;1;1;0.401541644
ID130;0.52875;1;0;0.398805128
ID130;0.52875;1;0.333333333;0.435494201
ID130;0.52875;1;0.666666667;0.445730149
ID130;0.52875;1;1;0.463116335
ID131;0.51425;1;0;0.348385676
ID131;0.51425;1;0.333333333;0.442343256
ID131;0.51425;1;0.666666667;0.426549359
ID131;0.51425;1;1;0.441566089
ID132;0.5245;1;0;0.404745163
ID132;0.5245;1;0.333333333;0.418656419
ID132;0.5245;1;0.666666667;0.366539776
ID132;0.5245;1;1;0.365226892
ID133;0.543625;1;0;0.36556817
ID133;0.543625;1;0.333333333;0.425573091
ID133;0.543625;1;0.666666667;0.430114228
ID133;0.543625;1;1;0.438661495
ID134;0.536375;1;0;0.431707508
ID134;0.536375;1;0.333333333;0.435355925
ID134;0.536375;1;0.666666667;0.425757764
ID134;0.536375;1;1;0.446783973
ID135;0.5525;1;0;0.418557313
ID135;0.5525;1;0.333333333;0.429838031
ID135;0.5525;1;0.666666667;0.373041702
ID135;0.5525;1;1;0.425727947
ID136;0.543875;1;0;0.363939731
ID136;0.543875;1;0.333333333;0.406888972
ID136;0.543875;1;0.666666667;0.432671771
ID136;0.543875;1;1;0.424595645
ID137;0.530375;1;0;0.413623805
ID137;0.530375;1;0.333333333;0.408720345
ID137;0.530375;1;0.666666667;0.43376453
ID137;0.530375;1;1;0.414428379
ID138;0.524125;1;0;0.382538924
ID138;0.524125;1;0.333333333;0.384150864
ID138;0.524125;1;0.666666667;0.408452212
ID138;0.524125;1;1;0.423406286
ID139;0.52225;1;0;0.395843611
ID139;0.52225;1;0.333333333;0.401790457
ID139;0.52225;1;0.666666667;0.383009096
ID139;0.52225;1;1;0.414116122
ID140;0.52575;1;0;0.39764123
ID140;0.52575;1;0.333333333;0.451938256
ID140;0.52575;1;1;0.528428774
ID141;0.530625;1;0;0.389009828
ID141;0.530625;1;0.333333333;0.383227811
ID141;0.530625;1;0.666666667;0.408893703
ID141;0.530625;1;1;0.40230452
ID142;0.525625;1;0;0.407142231
ID142;0.525625;1;0.333333333;0.378168848
ID142;0.525625;1;0.666666667;0.408666502
ID142;0.525625;1;1;0.419571147
ID143;0.519;1;0;0.382649217
ID143;0.519;1;0.333333333;0.404413718
ID143;0.519;1;0.666666667;0.392578045
ID143;0.519;1;1;0.389611871
ID144;0.5195;1;0;0.405678091
ID144;0.5195;1;0.666666667;0.410084651
ID144;0.5195;1;1;0.411629492
ID145;0.5245;1;0;0.379909824
ID145;0.5245;1;0.333333333;0.401367483
ID145;0.5245;1;0.666666667;0.411063306
ID145;0.5245;1;1;0.363931574
ID146;0.5275;1;0;0.368275616
ID146;0.5275;1;0.333333333;0.356929899
ID146;0.5275;1;0.666666667;0.377876597
ID146;0.5275;1;1;0.384871476
ID147;0.522;1;0;0.366238674
ID147;0.522;1;0.333333333;0.3692569
ID147;0.522;1;0.666666667;0.360448327
ID147;0.522;1;1;0.356302999
ID148;0.52575;1;0;0.351504643
ID148;0.52575;1;0.333333333;0.387740979
ID148;0.52575;1;0.666666667;0.3647005
ID148;0.52575;1;1;0.39213024
ID149;0.51125;1;0;0.355497809
ID149;0.51125;1;0.333333333;0.401533075
ID149;0.51125;1;0.666666667;0.449834054
ID149;0.51125;1;1;0.465538863
ID150;0.52725;1;0;0.35920595
ID150;0.52725;1;0.333333333;0.403516463
ID150;0.52725;1;0.666666667;0.393299316
ID150;0.52725;1;1;0.420655963
ID151;0.5185;1;0;0.370447213
ID151;0.5185;1;0.333333333;0.391763071
ID151;0.5185;1;0.666666667;0.407442125
ID151;0.5185;1;1;0.377694604
ID152;0.51625;1;0;0.379825934
ID152;0.51625;1;0.333333333;0.391331923
ID152;0.51625;1;0.666666667;0.410350459
ID152;0.51625;1;1;0.422572876
ID153;0.520375;1;0;0.386561254
ID153;0.520375;1;0.333333333;0.40846444
ID153;0.520375;1;0.666666667;0.403849088
ID153;0.520375;1;1;0.403691955
ID154;0.519125;1;0;0.371298995
ID154;0.519125;1;0.333333333;0.414823335
ID154;0.519125;1;0.666666667;0.430970173
ID154;0.519125;1;1;0.445129208
ID155;0.524;1;0;0.385335387
ID155;0.524;1;0.333333333;0.388976534
ID155;0.524;1;0.683333333;0.381892208
ID155;0.524;1;1.016666667;0.418791495
ID156;0.519125;1;0;0.394665045
ID156;0.519125;1;0.333333333;0.385766907
ID156;0.519125;1;0.7;0.420863874
ID156;0.519125;1;1.033333333;0.436193829
ID157;0.52075;1;0;0.347401603
ID157;0.52075;1;0.333333333;0.413403595
ID157;0.52075;1;0.7;0.42869818
ID157;0.52075;1;1.033333333;0.380952251
ID158;0.524125;1;0;0.387522054
ID158;0.524125;1;0.333333333;0.392975133
ID158;0.524125;1;0.716666667;0.395632855
ID158;0.524125;1;1.033333333;0.360952809
ID159;0.51075;1;0;0.3965645
ID159;0.51075;1;0.333333333;0.409140377
ID159;0.51075;1;0.7;0.407568788
ID159;0.51075;1;1.033333333;0.401796024
ID160;0.5235;1;0;0.374147763
ID160;0.5235;1;0.333333333;0.396796602
ID160;0.5235;1;0.7;0.421607554
ID160;0.5235;1;1.033333333;0.436020526
ID161;0.480375;1;0;0.409095313
ID161;0.480375;1;0.333333333;0.432029952
ID161;0.480375;1;0.666666667;0.438133854
ID161;0.480375;1;1;0.445730073
ID162;0.479125;1;0;0.405893284
ID162;0.479125;1;0.333333333;0.422088944
ID162;0.479125;1;0.666666667;0.436508575
ID162;0.479125;1;1;0.455645858
ID163;0.484;1;0;0.403205104
ID163;0.484;1;0.333333333;0.42657537
ID163;0.484;1;0.666666667;0.423505736
ID163;0.484;1;1;0.439169062
ID164;0.479125;1;0;0.402730961
ID164;0.479125;1;0.333333333;0.43160237
ID164;0.479125;1;0.666666667;0.447243664
ID164;0.479125;1;1;0.472305234
ID165;0.48075;1;0;0.404803528
ID165;0.48075;1;0.333333333;0.433576832
ID165;0.48075;1;0.666666667;0.426627198
ID165;0.48075;1;1;0.365099706
ID166;0.484125;1;0;0.405179511
ID166;0.484125;1;0.333333333;0.428783759
ID166;0.484125;1;0.666666667;0.444701407
ID166;0.484125;1;1;0.451859684
ID167;0.47075;1;0;0.356651996
ID167;0.47075;1;0.333333333;0.424311914
ID167;0.47075;1;0.666666667;0.439158686
ID167;0.47075;1;1;0.423518649
ID168;0.4835;1;0;0.392494603
ID168;0.4835;1;0.333333333;0.406010474
ID168;0.4835;1;0.666666667;0.422871886
ID168;0.4835;1;1;0.437530565
ID169;0.503625;1;0;0.412648463
ID169;0.503625;1;0.333333333;0.353081256
ID169;0.503625;1;0.666666667;0.411004701
