ID;V;A;time;C
ID329;0.5225;1;0.333333333;0.416096071
ID329;0.5225;1;0.666666667;0.383958668
ID329;0.5225;1;1;0.410866404
ID330;0.52625;1;0;0.397311323
ID330;0.52625;1;0.333333333;0.412333614
ID330;0.52625;1;0.666666667;0.406991197
ID330;0.52625;1;1;0.40020136
ID331;0.5275;1;0;0.406429945
ID331;0.5275;1;0.333333333;0.389364329
ID331;0.5275;1;0.666666667;0.397514376
ID331;0.5275;1;1;0.418588906
ID332;0.53;1;0;0.420441472
ID332;0.53;1;0.333333333;0.404863832
ID332;0.53;1;0.666666667;0.440770311
ID332;0.53;1;1;0.427069595
ID333;0.51875;1;0;0.40452562
ID333;0.51875;1;0.333333333;0.3999922
ID333;0.51875;1;0.666666667;0.404153195
ID333;0.51875;1;1;0.431107458
ID334;0.55;1;0;0.407179416
ID334;0.55;1;0.333333333;0.390584248
ID334;0.55;1;0.666666667;0.415289618
ID334;0.55;1;1;0.427663695
ID335;0.5375;1;0;0.403909752
ID335;0.5375;1;0.333333333;0.405069916
ID335;0.5375;1;0.666666667;0.438652982
ID335;0.5375;1;1;0.442509946
ID336;0.54875;1;0;0.416684027
ID336;0.54875;1;0.333333333;0.403351282
ID336;0.54875;1;0.666666667;0.413433357
ID336;0.54875;1;1;0.419621481
ID337;0.533125;1;0;0.399923619
ID337;0.533125;1;0.333333333;0.423962942
ID337;0.533125;1;0.666666667;0.42207551
ID337;0.533125;1;1;0.450008458
ID338;0.52375;1;0;0.406837005
ID338;0.52375;1;0.333333333;0.414956544
ID338;0.52375;1;0.666666667;0.420084237
ID338;0.52375;1;1;0.408454157
ID339;0.52125;1;0;0.379992858
ID339;0.52125;1;0.333333333;0.387362334
ID339;0.52125;1;0.666666667;0.417667984
ID339;0.52125;1;1;0.427547804
ID340;0.529375;1;0;0.399237284
ID340;0.529375;1;0.333333333;0.412551475
ID340;0.529375;1;0.666666667;0.406107628
ID340;0.529375;1;1;0.438748437
ID341;0.525625;1;0;0.400625999
ID341;0.525625;1;0.333333333;0.386861101
ID341;0.525625;1;0.666666667;0.429783897
ID341;0.525625;1;1;0.443471665
ID342;0.521875;1;0;0.3937934
ID342;0.521875;1;0.333333333;0.389504443
ID342;0.521875;1;0.666666667;0.389865302
ID342;0.521875;1;1;0.388946951
ID343;0.5275;1;0;0.381697087
ID343;0.5275;1;0.333333333;0.371669247
ID343;0.5275;1;0.666666667;0.398957505
ID343;0.5275;1;1;0.415678239
ID344;0.52;1;0;0.371772543
ID344;0.52;1;0.333333333;0.369885593
ID344;0.52;1;0.666666667;0.389350418
ID344;0.52;1;1;0.399043823
ID345;0.526875;1;0;0.398247652
ID345;0.526875;1;0.333333333;0.399469068
ID345;0.526875;1;0.666666667;0.384658441
ID345;0.526875;1;1;0.41513739
ID346;0.529375;1;0;0.387831468
ID346;0.529375;1;0.333333333;0.407008586
ID346;0.529375;1;0.666666667;0.414137599
ID346;0.529375;1;1;0.428817395
ID347;0.53875;1;0;0.394812665
ID347;0.53875;1;0.35;0.382477466
ID347;0.53875;1;0.683333333;0.386170688
ID347;0.53875;1;1.016666667;0.406610063
ID348;0.526875;1;0;0.391861537
ID348;0.526875;1;0.333333333;0.404371005
ID348;0.526875;1;0.666666667;0.411023008
ID348;0.526875;1;1;0.420935539
ID349;0.52375;1;0;0.397187574
ID349;0.52375;1;0.333333333;0.398324248
ID349;0.52375;1;0.666666667;0.393497548
ID349;0.52375;1;1;0.413427841
ID350;0.5225;1;0;0.386670015
ID350;0.5225;1;0.333333333;0.390199608
ID350;0.5225;1;0.666666667;0.39285323
ID350;0.5225;1;1;0.395454672
ID351;0.52625;1;0;0.361934465
ID351;0.52625;1;0.333333333;0.389485268
ID351;0.52625;1;0.666666667;0.423488469
ID351;0.52625;1;1;0.432237938
ID352;0.5275;1;0;0.393233848
ID352;0.5275;1;0.333333333;0.408389964
ID352;0.5275;1;0.666666667;0.418821394
ID352;0.5275;1;1;0.416208797
ID353;0.53;1;0;0.416483411
ID353;0.53;1;0.333333333;0.40782029
ID353;0.53;1;0.666666667;0.408753429
ID353;0.53;1;1;0.424256416
ID354;0.51875;1;0;0.407024161
ID354;0.51875;1;0.333333333;0.405925074
ID354;0.51875;1;0.666666667;0.432061693
ID354;0.51875;1;1;0.422713125
ID355;0.55;1;0;0.415656703
ID355;0.55;1;0.333333333;0.412872246
ID355;0.55;1;0.666666667;0.421228711
ID355;0.55;1;1;0.397842489
ID356;0.5375;1;0;0.380586937
ID356;0.5375;1;0.333333333;0.409366604
ID356;0.5375;1;0.666666667;0.421873729
ID356;0.5375;1;1;0.411477601
ID357;0.54875;1;0;0.402356175
ID357;0.54875;1;0.333333333;0.418477985
ID357;0.54875;1;0.666666667;0.425914364
ID357;0.54875;1;1;0.433141999
ID358;0.521875;1;0;0.428604114
ID358;0.521875;1;0.333333333;0.455053613
ID358;0.521875;1;0.666666667;0.48288242
ID358;0.521875;1;1;0.502963339
ID359;0.521875;1;0;0.427757694
ID359;0.521875;1;0.333333333;0.44462877
ID359;0.521875;1;0.666666667;0.461533804
ID359;0.521875;1;1;0.482504273
ID360;0.536875;1;0;0.430231142
ID360;0.536875;1;0.333333333;0.432364377
ID360;0.536875;1;0.666666667;0.436153628
ID360;0.536875;1;1;0.441240558
ID361;0.53125;1;0;0.446623794
ID361;0.53125;1;0.333333333;0.451351376
ID361;0.53125;1;0.666666667;0.492200737
ID361;0.53125;1;1;0.466124385
ID362;0.535625;1;0;0.429265229
ID362;0.535625;1;0.333333333;0.431140221
ID362;0.535625;1;0.666666667;0.426767438
ID362;0.535625;1;1;0.428895148
ID363;0.525;1;0;0.426275843
ID363;0.525;1;0.333333333;0.433368765
ID363;0.525;1;0.666666667;0.46395408
ID363;0.525;1;1;0.462263411
ID364;0.545;1;0;0.458910517
ID364;0.545;1;0.333333333;0.482203234
ID364;0.545;1;0.666666667;0.510421908
ID364;0.545;1;1;0.561667552
ID365;0.5475;1;0;0.402897382
ID365;0.5475;1;0.333333333;0.413550407
ID365;0.5475;1;0.666666667;0.445515415
ID365;0.5475;1;1;0.431428186
ID366;0.548125;1;0;0.431503002
ID366;0.548125;1;0.333333333;0.458107232
ID366;0.548125;1;0.666666667;0.472801489
ID366;0.548125;1;1;0.484153268
ID367;0.531375;1;0;0.38165033
ID367;0.531375;1;0.333333333;0.436699526
ID367;0.531375;1;0.666666667;0.444334958
ID367;0.531375;1;1;0.444544942
ID368;0.5345;1;0;0.404808555
ID368;0.5345;1;0.333333333;0.436803812
ID368;0.5345;1;0.666666667;0.430042144
ID368;0.5345;1;1;0.429655283
ID369;0.5295;1;0;0.429843403
ID369;0.5295;1;0.333333333;0.437651195
ID369;0.5295;1;0.666666667;0.437976295
ID369;0.5295;1;1;0.417846326
ID370;0.539125;1;0;0.427267202
ID370;0.539125;1;0.333333333;0.412335713
ID370;0.539125;1;0.666666667;0.431795428
ID370;0.539125;1;1;0.43111774
ID371;0.525875;1;0;0.391405645
ID371;0.525875;1;0.333333333;0.422883653
ID371;0.525875;1;0.666666667;0.405969207
ID371;0.525875;1;1;0.414326669
ID372;0.5335;1;0;0.422704976
ID372;0.5335;1;0.333333333;0.455228983
ID372;0.5335;1;0.666666667;0.425475873
ID372;0.5335;1;1;0.427713688
ID373;0.538375;1;0;0.410980012
ID373;0.538375;1;0.333333333;0.433562275
ID373;0.538375;1;0.666666667;0.423264386
ID373;0.538375;1;1;0.433030883
ID374;0.532625;1;0;0.424923594
ID374;0.532625;1;0.333333333;0.46258358
ID374;0.532625;1;0.666666667;0.44413137
ID374;0.532625;1;1;0.463316007
ID375;0.53;1;0;0.453188585
ID375;0.53;1;0.333333333;0.446797569
ID375;0.53;1;0.666666667;0.467250825
ID375;0.53;1;1;0.459618232
ID376;0.53525;1;0;0.411558773
ID376;0.53525;1;0.333333333;0.475939967
ID376;0.53525;1;0.666666667;0.464654736
ID376;0.53525;1;1;0.47335672
ID377;0.528875;1;0;0.425931365
ID377;0.528875;1;0.333333333;0.447628357
ID377;0.528875;1;0.666666667;0.450860261
ID377;0.528875;1;1;0.435962168
ID378;0.528;1;0;0.456352385
ID378;0.528;1;0.333333333;0.414472988
ID378;0.528;1;0.666666667;0.472273254
ID378;0.528;1;1;0.442001604
ID379;0.521875;1;0;0.437080582
ID379;0.521875;1;0.333333333;0.456915587
ID379;0.521875;1;0.666666667;0.432545137
ID379;0.521875;1;1;0.461677686
ID380;0.521875;1;0;0.468153395
ID380;0.521875;1;0.333333333;0.456003293
ID380;0.521875;1;0.666666667;0.45709309
ID380;0.521875;1;1;0.438979138
ID381;0.536875;1;0;0.455240793
ID381;0.536875;1;0.333333333;0.434214776
ID381;0.536875;1;0.666666667;0.462540261
ID381;0.536875;1;1;0.502386405
ID382;0.53125;1;0;0.453169652
ID382;0.53125;1;0.333333333;0.471687266
ID382;0.53125;1;0.666666667;0.476004778
ID382;0.53125;1;1;0.488088762
ID383;0.535625;1;0;0.454207377
ID383;0.535625;1;0.333333333;0.456752033
ID383;0.535625;1;0.666666667;0.453170174
ID383;0.535625;1;1;0.447488653
ID384;0.525;1;0;0.467344073
ID384;0.525;1;0.333333333;0.45468624
ID384;0.525;1;0.666666667;0.485469289
ID384;0.525;1;1;0.493828443
ID385;0.545;1;0;0.44762301
ID385;0.545;1;0.333333333;0.455586632
ID385;0.545;1;0.666666667;0.470466424
ID385;0.545;1;1;0.479472745
ID386;0.5475;1;0;0.450854919
ID386;0.5475;1;0.333333333;0.453400918
ID386;0.5475;1;0.666666667;0.47134646
ID386;0.5475;1;1;0.44939607
ID387;0.548125;1;0;0.455147462
ID387;0.548125;1;0.333333333;0.469109253
ID387;0.548125;1;0.666666667;0.480522961
ID387;0.548125;1;1;0.465894104
ID388;0.531375;1;0;0.402038668
ID388;0.531375;1;0.333333333;0.435721318
ID388;0.531375;1;0.666666667;0.455614805
ID388;0.531375;1;1;0.465066286
ID389;0.5345;1;0;0.405278863
ID389;0.5345;1;0.333333333;0.421526578
ID389;0.5345;1;0.666666667;0.431525919
ID389;0.5345;1;1;0.469499694
ID390;0.5295;1;0;0.412823081
ID390;0.5295;1;0.333333333;0.468698806
ID390;0.5295;1;0.666666667;0.47836202
ID390;0.5295;1;1;0.496277164
ID391;0.539125;1;0;0.406825043
ID391;0.539125;1;0.333333333;0.432918814
ID391;0.539125;1;0.666666667;0.422022052
ID391;0.539125;1;1;0.421802646
ID392;0.525875;1;0;0.434118305
ID392;0.525875;1;0.333333333;0.446917272
ID392;0.525875;1;0.666666667;0.45006993
ID392;0.525875;1;1;0.460942332
ID393;0.5335;1;0;0.453703473
ID393;0.5335;1;0.333333333;0.454377542
ID393;0.5335;1;0.666666667;0.460020843
ID393;0.5335;1;1;0.445221394
ID394;0.538375;1;0;0.402111535
ID394;0.538375;1;0.333333333;0.434764943
ID394;0.538375;1;0.666666667;0.446836635
ID394;0.538375;1;1;0.43892068
ID395;0.532625;1;0;0.411589296
ID395;0.532625;1;0.333333333;0.427122201
ID395;0.532625;1;0.666666667;0.406409625
ID395;0.532625;1;1;0.425429346
ID396;0.53;1;0;0.399414151
ID396;0.53;1;0.333333333;0.417490782
ID396;0.53;1;0.666666667;0.428434724
ID396;0.53;1;1;0.401921617
ID397;0.53525;1;0;0.410928054
ID397;0.53525;1;0.333333333;0.43227545
ID397;0.53525;1;0.666666667;0.421793678
ID397;0.53525;1;1;0.414036607
ID398;0.528875;1;0;0.402028118
ID398;0.528875;1;0.333333333;0.391173932
ID398;0.528875;1;0.666666667;0.406501128
ID398;0.528875;1;1;0.40866292
ID399;0.528;1;0;0.411899832
ID399;0.528;1;0.333333333;0.423365797
ID399;0.528;1;0.666666667;0.402760061
ID399;0.528;1;1;0.420877727
ID400;0.52625;1;0;0.366893427
ID400;0.52625;1;0.333333333;0.397966091
ID400;0.52625;1;0.666666667;0.419137509
ID400;0.52625;1;1;0.425705987
ID401;0.523;1;0;0.397487193
ID401;0.523;1;0.333333333;0.408905221
ID401;0.523;1;0.666666667;0.430016112
ID401;0.523;1;1;0.435853824
ID402;0.53275;1;0;0.370807043
ID402;0.53275;1;0.333333333;0.397929717
ID402;0.53275;1;0.666666667;0.387526962
ID402;0.53275;1;1;0.435152271
ID403;0.53375;1;0;0.426085083
ID403;0.53375;1;0.333333333;0.452084241
ID403;0.53375;1;0.666666667;0.457689692
ID403;0.53375;1;1;0.462433889
ID404;0.53775;1;0;0.395024572
ID404;0.53775;1;0.333333333;0.376736868
ID404;0.53775;1;0.666666667;0.438599594
ID404;0.53775;1;1;0.454855064
ID405;0.527625;1;0;0.454011324
ID405;0.527625;1;0.333333333;0.478293776
ID405;0.527625;1;0.666666667;0.456174964
ID405;0.527625;1;1;0.481756398
ID406;0.54975;1;0;0.447596948
ID406;0.54975;1;0.333333333;0.461961441
ID406;0.54975;1;0.666666667;0.46912157
ID406;0.54975;1;1;0.486177919
ID407;0.54225;1;0;0.441204271
ID407;0.54225;1;0.333333333;0.483414181
ID407;0.54225;1;0.666666667;0.477403496
ID407;0.54225;1;1;0.492073152
ID408;0.550125;1;0;0.439602705
ID408;0.550125;1;0.333333333;0.478978496
ID408;0.550125;1;0.666666667;0.474944608
ID408;0.550125;1;1;0.47375941
ID409;0.537;1;0;0.435444269
ID409;0.537;1;0.333333333;0.471537116
ID409;0.537;1;0.666666667;0.466122391
ID409;0.537;1;1;0.443966373
ID410;0.541;1;0;0.435735169
ID410;0.541;1;0.333333333;0.459112657
ID410;0.541;1;0.666666667;0.436222884
ID410;0.541;1;1;0.450248115
ID411;0.5335;1;0;0.41954076
ID411;0.5335;1;0.333333333;0.421108605
ID411;0.5335;1;0.666666667;0.446588416
ID411;0.5335;1;1;0.427395314
ID412;0.52575;1;0;0.457450066
ID412;0.52575;1;0.333333333;0.461634448
ID412;0.52575;1;0.666666667;0.452017413
ID412;0.52575;1;1;0.446231383
ID413;0.527;1;0;0.45041463
ID413;0.527;1;0.333333333;0.441553331
ID413;0.527;1;0.666666667;0.439735374
ID413;0.527;1;1;0.440514678
ID414;0.528375;1;0;0.438662916
ID414;0.528375;1;0.333333333;0.420428165
ID414;0.528375;1;0.666666667;0.448700876
ID414;0.528375;1;1;0.451737624
ID415;0.51875;1;0;0.443237888
ID415;0.51875;1;0.333333333;0.461160577
ID415;0.51875;1;0.666666667;0.464127699
ID415;0.51875;1;1;0.467175409
ID416;0.533125;1;0;0.443676028
ID416;0.533125;1;0.333333333;0.452907073
ID416;0.533125;1;0.666666667;0.473766328
ID416;0.533125;1;1;0.469966488
ID417;0.51875;1;0;0.453384184
ID417;0.51875;1;0.333333333;0.465321598
ID417;0.51875;1;0.666666667;0.49218411
ID417;0.51875;1;1;0.519304514
ID418;0.541625;1;0;0.430474954
ID418;0.541625;1;0.333333333;0.472603366
ID418;0.541625;1;0.666666667;0.460917901
ID418;0.541625;1;1;0.472497945
ID419;0.55175;1;0;0.440796317
ID419;0.55175;1;0.333333333;0.441014098
ID419;0.55175;1;0.666666667;0.466848037
ID419;0.55175;1;1;0.450707019
ID420;0.545375;1;0;0.419914317
ID420;0.545375;1;0.333333333;0.434973142
ID420;0.545375;1;0.666666667;0.466080915
ID420;0.545375;1;1;0.488412665
ID421;0.522875;1;0;0.426954043
ID421;0.522875;1;0.333333333;0.411870702
ID421;0.522875;1;0.666666667;0.44531562
ID421;0.522875;1;1;0.426635357
ID422;0.5395;1;0;0.420196148
ID422;0.5395;1;0.333333333;0.409655685
ID422;0.5395;1;0.666666667;0.437853323
ID422;0.5395;1;1;0.427954604
ID423;0.5335;1;0;0.434012075
ID423;0.5335;1;0.333333333;0.43356305
ID423;0.5335;1;0.666666667;0.432564244
ID423;0.5335;1;1;0.446629265
ID424;0.543625;1;0;0.395940966
ID424;0.543625;1;0.333333333;0.41917237
ID424;0.543625;1;0.666666667;0.403723826
ID424;0.543625;1;1;0.426056848
ID425;0.53575;1;0;0.424835515
ID425;0.53575;1;0.333333333;0.417627169
ID425;0.53575;1;0.666666667;0.436125961
ID425;0.53575;1;1;0.44223342
ID426;0.542875;1;0;0.422294143
ID426;0.542875;1;0.333333333;0.430514587
ID426;0.542875;1;0.666666667;0.44264632
ID426;0.542875;1;1;0.449847815
ID427;0.528375;1;0;0.411311149
ID427;0.528375;1;0.333333333;0.422381371
ID427;0.528375;1;0.666666667;0.430811399
ID427;0.528375;1;1;0.428850176
ID428;0.531875;1;0;0.404835119
ID428;0.531875;1;0.333333333;0.416001252
ID428;0.531875;1;0.666666667;0.43848486
ID428;0.531875;1;1;0.417257026
ID429;0.53375;1;0;0.409817073
ID429;0.53375;1;0.333333333;0.395943166
ID429;0.53375;1;0.666666667;0.403994817
ID429;0.53375;1;1;0.43857668
ID430;0.532;1;0;0.414076929
ID430;0.532;1;0.333333333;0.386332323
ID430;0.532;1;0.666666667;0.448394654
ID430;0.532;1;1;0.436893459
ID431;0.53225;1;0;0.439552855
ID431;0.53225;1;0.333333333;0.419846347
ID431;0.53225;1;0.666666667;0.418903517
ID431;0.53225;1;1;0.444025118
ID432;0.52325;1;0;0.425993607
ID432;0.52325;1;0.333333333;0.409694599
ID432;0.52325;1;0.666666667;0.423007019
ID432;0.52325;1;1;0.429364625
ID433;0.551875;1;0;0.401802842
ID433;0.551875;1;0.333333333;0.417945818
ID433;0.551875;1;0.666666667;0.452104537
ID433;0.551875;1;1;0.431915199
ID434;0.545875;1;0;0.415938983
ID434;0.545875;1;0.333333333;0.394703184
ID434;0.545875;1;0.666666667;0.420385465
ID434;0.545875;1;1;0.424229291
ID435;0.555375;1;0;0.415354331
ID435;0.555375;1;0.333333333;0.430567224
ID435;0.555375;1;0.666666667;0.424823003
ID435;0.555375;1;1;0.447516083
ID436;0.524375;1;0;0.393907355
ID436;0.524375;1;0.333333333;0.400540135
ID436;0.524375;1;0.666666667;0.427967056
ID436;0.524375;1;1;0.436827604
ID437;0.525625;1;0;0.401089664
ID437;0.525625;1;0.333333333;0.400846782
ID437;0.525625;1;0.666666667;0.401537163
ID437;0.525625;1;1;0.414693009
ID438;0.528375;1;0;0.41319996
ID438;0.528375;1;0.333333333;0.434935783
ID438;0.528375;1;0.666666667;0.467593518
ID438;0.528375;1;1;0.492911228
ID439;0.525125;1;0;0.44026919
ID439;0.525125;1;0.333333333;0.461397488
ID439;0.525125;1;0.666666667;0.487888769
ID439;0.525125;1;1;0.492884378
ID440;0.530875;1;0;0.428564356
ID440;0.530875;1;0.333333333;0.431650987
ID440;0.530875;1;0.666666667;0.481145841
ID440;0.530875;1;1;0.507660277
ID441;0.52925;1;0;0.403019581
ID441;0.52925;1;0.333333333;0.437013225
ID441;0.52925;1;0.666666667;0.47484745
ID441;0.52925;1;1;0.506022698
ID442;0.555875;1;0;0.398175713
ID442;0.555875;1;0.333333333;0.417999172
ID442;0.555875;1;0.666666667;0.428374869
ID442;0.555875;1;1;0.451832818
ID443;0.542625;1;0;0.403625288
ID443;0.542625;1;0.333333333;0.419476066
ID443;0.542625;1;0.666666667;0.431771025
ID443;0.542625;1;1;0.44665637
ID444;0.550625;1;0;0.404846793
ID444;0.550625;1;0.333333333;0.423591718
ID444;0.550625;1;0.666666667;0.441784433
ID444;0.550625;1;1;0.460359337
ID445;0.5495;1;0;0.41751161
ID445;0.5495;1;0.333333333;0.422862772
ID445;0.5495;1;0.666666667;0.417220422
ID445;0.5495;1;1;0.422037899
ID446;0.540125;1;0;0.411231854
ID446;0.540125;1;0.333333333;0.426825123
ID446;0.540125;1;0.666666667;0.397214862
ID446;0.540125;1;1;0.423869366
ID447;0.5485;1;0;0.415737802
ID447;0.5485;1;0.333333333;0.425303785
ID447;0.5485;1;0.666666667;0.420200481
ID447;0.5485;1;1;0.430867752
ID448;0.52125;1;0;0.399292195
ID448;0.52125;1;0.333333333;0.406291213
ID448;0.52125;1;0.666666667;0.403310629
ID448;0.52125;1;1;0.409795778
ID449;0.525125;1;0;0.399061417
ID449;0.525125;1;0.333333333;0.403100841
ID449;0.525125;1;0.666666667;0.395274472
ID449;0.525125;1;1;0.415806471
ID450;0.52475;1;0;0.395764728
ID450;0.52475;1;0.333333333;0.411350611
ID450;0.52475;1;0.666666667;0.419847619
ID450;0.52475;1;1;0.435283716
ID451;0.530875;1;0;0.405959607
ID451;0.530875;1;0.333333333;0.410695005
ID451;0.530875;1;0.666666667;0.401131462
ID451;0.530875;1;1;0.406900605
ID452;0.528375;1;0;0.40269209
ID452;0.528375;1;0.333333333;0.44164507
ID452;0.528375;1;0.666666667;0.45452418
ID452;0.528375;1;1;0.489722347
ID453;0.521875;1;0;0.401122432
ID453;0.521875;1;0.333333333;0.408097894
ID453;0.521875;1;0.666666667;0.423794427
ID453;0.521875;1;1;0.409446623
ID454;0.553;1;0;0.389895029
ID454;0.553;1;0.333333333;0.391768983
ID454;0.553;1;0.666666667;0.470150265
ID454;0.553;1;1;0.451035926
ID455;0.549875;1;0;0.424888011
ID455;0.549875;1;0.333333333;0.440904077
ID455;0.549875;1;0.666666667;0.448399896
ID455;0.549875;1;1;0.390332285
ID456;0.553125;1;0;0.40366235
ID456;0.553125;1;0.333333333;0.418241718
ID456;0.553125;1;0.666666667;0.439217518
ID456;0.553125;1;1;0.380225422
ID457;0.545;1;0;0.381274837
ID457;0.545;1;0.333333333;0.403462461
ID457;0.545;1;0.666666667;0.405736193
ID457;0.545;1;1;0.372117444
ID458;0.53825;1;0;0.405373895
ID458;0.53825;1;0.333333333;0.404824202
ID458;0.53825;1;0.666666667;0.422052092
ID458;0.53825;1;1.016666667;0.38499776
ID459;0.5455;1;0;0.397353369
ID459;0.5455;1;0.333333333;0.410533517
ID459;0.5455;1;0.666666667;0.407997432
ID459;0.5455;1;1.016666667;0.372367305
ID460;0.52125;1;0;0.383848401
ID460;0.52125;1;0.333333333;0.364946444
ID460;0.52125;1;0.666666667;0.3990899
ID460;0.52125;1;1;0.402425539
ID461;0.525125;1;0;0.387184041
ID461;0.525125;1;0.333333333;0.372991957
ID461;0.525125;1;0.666666667;0.387521353
ID461;0.525125;1;1;0.36291008
ID462;0.52475;1;0;0.34828074
ID462;0.52475;1;0.333333333;0.391943886
ID462;0.52475;1;0.666666667;0.412907193
ID462;0.52475;1;1;0.429785279
ID463;0.530875;1;0;0.387159055
ID463;0.530875;1;0.333333333;0.40020178
ID463;0.530875;1;0.666666667;0.408509646
ID463;0.530875;1;1;0.415605688
ID464;0.528375;1;0;0.402475512
ID464;0.528375;1;0.333333333;0.43749348
ID464;0.528375;1;0.666666667;0.455408487
ID464;0.528375;1;1;0.519760094
ID465;0.521875;1;0;0.360898702
ID465;0.521875;1;0.333333333;0.41717981
ID465;0.521875;1;0.666666667;0.445651429
ID465;0.521875;1;1;0.478533089
ID466;0.553;1;0;0.347481186
ID466;0.553;1;0.333333333;0.399127379
ID466;0.553;1;0.666666667;0.415080981
ID466;0.553;1;1;0.415555716
ID467;0.549875;1;0;0.359412031
ID467;0.549875;1;0.333333333;0.415380813
ID467;0.549875;1;0.666666667;0.423913554
ID467;0.549875;1;1;0.478508103
ID468;0.553125;1;0;0.381324809
ID468;0.553125;1;0.333333333;0.374965856
ID468;0.553125;1;0.666666667;0.417667038
ID468;0.553125;1;1;0.407810036
ID469;0.550375;1;0;0.377926704
ID469;0.550375;1;0.333333333;0.437968215
ID469;0.550375;1;0.666666667;0.417617066
ID469;0.550375;1;1;0.434720027
ID470;0.5415;1;0;0.441928506
ID470;0.5415;1;0.333333333;0.453459574
ID470;0.5415;1;0.666666667;0.480731863
ID470;0.5415;1;1;0.48348033
ID471;0.546375;1;0;0.40185086
ID471;0.546375;1;0.333333333;0.464041172
ID471;0.546375;1;0.666666667;0.468763538
ID471;0.546375;1;1;0.473111113
ID472;0.545125;1;0;0.432358844
ID472;0.545125;1;0.333333333;0.45348456
ID472;0.545125;1;0.666666667;0.500908109
ID472;0.545125;1;1;0.559650344
ID473;0.54;1;0;0.448512334
ID473;0.54;1;0.333333333;0.428023762
ID473;0.54;1;0.666666667;0.409908865
ID473;0.54;1;1;0.413706747
ID474;0.54825;1;0;0.395479414
ID474;0.54825;1;0.333333333;0.4062609
ID474;0.54825;1;0.666666667;0.409833907
ID474;0.54825;1;1;0.413219519
ID475;0.519375;1;0;0.377889225
ID475;0.519375;1;0.333333333;0.383098819
ID475;0.519375;1;0.666666667;0.39093195
ID475;0.519375;1;1;0.392031337
ID476;0.523625;1;0;0.375428098
ID476;0.523625;1;0.333333333;0.380200436
ID476;0.523625;1;0.666666667;0.388370879
ID476;0.523625;1;1;0.391594081
ID477;0.524125;1;0;0.385422523
ID477;0.524125;1;0.333333333;0.394504957
ID477;0.524125;1;0.666666667;0.40061405
ID477;0.524125;1;1;0.405823644
ID478;0.52625;1;0;0.387671269
ID478;0.52625;1;0.333333333;0.394892241
ID478;0.52625;1;0.666666667;0.403125149
ID478;0.52625;1;1;0.405736193
ID479;0.5285;1;0;0.399664579
ID479;0.5285;1;0.333333333;0.403037698
ID479;0.5285;1;0.666666667;0.410945787
ID479;0.5285;1;1;0.424888011
ID480;0.520875;1;0;0.362660219
ID480;0.520875;1;0.333333333;0.378963626
ID480;0.520875;1;0.666666667;0.394729832
ID480;0.520875;1;1;0.399901947
ID481;0.54425;1;0;0.389645168
ID481;0.54425;1;0.333333333;0.450673628
ID481;0.54425;1;0.666666667;0.483942572
ID481;0.54425;1;1;0.493624671
ID482;0.53825;1;0;0.415680646
ID482;0.53825;1;0.333333333;0.415705632
ID482;0.53825;1;0.666666667;0.422177023
ID482;0.53825;1;1;0.421152594
ID483;0.531;1;0;0.397615722
ID483;0.531;1;0.333333333;0.400776459
ID483;0.531;1;0.666666667;0.472998676
ID483;0.531;1;1;0.485366777
ID484;0.541;1;0;0.436481544
ID484;0.541;1;0.333333333;0.4164802
ID484;0.541;1;0.666666667;0.426924375
ID484;0.541;1;1;0.420452984
ID485;0.541125;1;0;0.405198992
ID485;0.541125;1;0.333333333;0.40083168
ID485;0.541125;1;0.666666667;0.400181836
ID485;0.541125;1;1;0.395950278
ID486;0.545625;1;0;0.368580211
ID486;0.545625;1;0.333333333;0.376582394
ID486;0.545625;1;0.666666667;0.407808363
ID486;0.545625;1;1;0.414490456
ID487;0.5345;1;0;0.370299046
ID487;0.5345;1;0.333333333;0.402410653
ID487;0.5345;1;0.666666667;0.391482892
ID487;0.5345;1;1;0.431716245
ID488;0.548;1;0;0.380973562
ID488;0.548;1;0.333333333;0.390770694
ID488;0.548;1;0.666666667;0.406190966
ID488;0.548;1;1;0.39745119
ID489;0.541875;1;0;0.386844591
ID489;0.541875;1;0.333333333;0.373504998
ID489;0.541875;1;0.666666667;0.412887361
ID489;0.541875;1;1;0.406072985
ID490;0.542625;1;0;0.399760035
ID490;0.542625;1;0.333333333;0.407673806
ID490;0.542625;1;0.666666667;0.422793609
ID490;0.542625;1;1;0.486509437
ID491;0.536625;1;0;0.369671785
ID491;0.536625;1;0.333333333;0.410896345
ID491;0.536625;1;0.666666667;0.406815576
ID491;0.536625;1;1;0.417460002
ID492;0.547125;1;0;0.379298767
ID492;0.547125;1;0.333333333;0.41552239
ID492;0.547125;1;0.666666667;0.428347442
ID492;0.547125;1;1;0.452162736
ID493;0.53925;1;0;0.345865982
ID493;0.53925;1;0.333333333;0.381027298
ID493;0.53925;1;0.666666667;0.391251813
ID493;0.53925;1;1;0.404056171
ID494;0.534875;1;0;0.341676405
ID494;0.534875;1;0.333333333;0.374553443
ID494;0.534875;1;0.666666667;0.38615573
ID494;0.534875;1;1;0.386692738
ID495;0.534375;1;0;0.35912063
ID495;0.534375;1;0.333333333;0.356637311
ID495;0.534375;1;0.666666667;0.388818469
ID495;0.534375;1;1;0.38952908
ID496;0.519625;1;0;0.374490967
ID496;0.519625;1;0.333333333;0.371327692
ID496;0.519625;1;0.666666667;0.393399691
